poi_id,name,province,city,district,address,official_category,source_official,source_blog,content_type,exploration_level,social_density,structure_level,needs_manual_check
1013,住宅（慎成里）,上海市,上海市,徐汇区,新乐路44弄（1-15号）、新乐路38-50号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1014,住宅（新乐坊）,上海市,上海市,徐汇区,新乐路143弄1-4号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1015,住宅,上海市,上海市,徐汇区,淮海中路1251弄1-3号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1016,中信一村（住宅）,上海市,上海市,徐汇区,常熟路163弄1-30号、华亭路18、26号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1017,中信一村（住宅）,上海市,上海市,徐汇区,延庆路80、82、84号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1018,住宅,上海市,上海市,徐汇区,长乐路325号、陕西南路164号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1019,衡山电影院,上海市,上海市,徐汇区,衡山路838号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1020,上海应用技术学院,上海市,上海市,徐汇区,漕宝路120号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1021,西岸艺术中心,上海市,上海市,徐汇区,龙腾大道2555号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1022,住宅,上海市,上海市,徐汇区,湖南路280弄2、4、8、9、20号；296弄14-26号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1023,上海大厦（百老会大厦）,上海市,上海市,虹口区,北苏州河路2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1024,俄罗斯领事馆（苏联领事馆）,上海市,上海市,虹口区,黄浦路20号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1025,上海市邮政局（上海邮政总局）,上海市,上海市,虹口区,北苏州河路250-276号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1026,住宅,上海市,上海市,虹口区,多伦路250号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1027,商业置地公司（日本领事馆/联合救济总署）,上海市,上海市,虹口区,黄浦路106号红楼/灰楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1028,河滨公寓,上海市,上海市,虹口区,北苏州路340号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1029,鸿德堂,上海市,上海市,虹口区,多伦路59号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1030,海员医院（雷氏德工学院）,上海市,上海市,虹口区,东长治路505号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1031,远洋运输公司（北方局）,上海市,上海市,虹口区,东大名路378号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1032,高阳大楼,上海市,上海市,虹口区,东大名路817号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1033,新亚大酒店（新亚酒楼）,上海市,上海市,虹口区,天潼路422号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1034,九州商厦（四行大楼）,上海市,上海市,虹口区,四川北路1274号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1035,工商银行（中国银行大楼）,上海市,上海市,虹口区,四川北路894号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1036,景灵堂,上海市,上海市,虹口区,昆山路135号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1037,虹口消防队（虹口救火会）,上海市,上海市,虹口区,哈尔滨路2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1038,提篮桥监狱（上海监狱）,上海市,上海市,虹口区,长阳路147号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1039,住宅（大陆新村/文华新村/淞云别墅/留青小筑）,上海市,上海市,虹口区,山阴路30、44、64、112、124、132、144、156、168、180、192、208、210弄，甜爱路59号、40号，山阴路2弄1-43号，四川北路2044-2058号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1040,长春公寓,上海市,上海市,虹口区,长春路304号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1041,住宅,上海市,上海市,虹口区,溧阳路1084弄2-11号、1114弄1-21号、1156弄1-19号、1208弄1-12号、1219、1221、1253、1283、1313、1235、1267、1295、1298、1237、1269、1297、1331、1251、1281、1311、1338号，溧阳路1203弄1-12号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1042,住宅,上海市,上海市,虹口区,武进路206-296号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1043,浦江饭店（礼查饭店）,上海市,上海市,虹口区,黄浦路15号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1044,公寓,上海市,上海市,虹口区,昆山路227号/昆山路277号/昆山花园路1-10号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1045,住宅,上海市,上海市,虹口区,蟠龙街1-13号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1046,梦幻柔情舞厅（西本愿寺）,上海市,上海市,虹口区,乍浦路455号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1047,虹口大楼（虹口大旅社）,上海市,上海市,虹口区,海宁路449号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1048,上海纺织老干部活动室（住宅）,上海市,上海市,虹口区,多伦路215号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1049,祥德路住宅,上海市,上海市,虹口区,祥德路2弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1050,瑞康公寓,上海市,上海市,虹口区,四川北路18号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1051,大桥公寓,上海市,上海市,虹口区,四川北路85号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1052,信谊大药厂（德邻公寓）,上海市,上海市,虹口区,四川北路71号1-6幢，崇明路82号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1053,浦西公寓（批亚斯公寓）,上海市,上海市,虹口区,蟠龙街26号，乍浦路199-215号，塘沽路411-429号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1054,小浦西公寓,上海市,上海市,虹口区,塘沽路387-401号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1055,上海市安装工程有限公司（工部局西童女子学校）,上海市,上海市,虹口区,塘沽路390号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1056,住宅（景林庐）,上海市,上海市,虹口区,乍浦路260号，昆山路141-177号，254弄22-27号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1057,闵行大楼（角田公寓）,上海市,上海市,虹口区,闵行路171-181号，201-211号，峨眉路70-80号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1058,海军托儿所（英华书馆）,上海市,上海市,虹口区,武进路412号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1059,华东师范大学附属第一中学（华童公学/汉壁礼男校/光华大夏大学附属中学）,上海市,上海市,虹口区,中州路102号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1060,1933老场坊（工部局宰牲场/新亚集团产业）,上海市,上海市,虹口区,沙泾路10号、29号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1061,永丰坊、大德里、恒安坊,上海市,上海市,虹口区,四川北路1515弄20-24号、34-105号，1519-1543号，1545弄1-33号、1-19号，1549-1551号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1062,群众影剧院（广东大戏院/虹光大戏院）,上海市,上海市,虹口区,四川北路1552号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1063,溧阳大楼（狄思威公寓）,上海市,上海市,虹口区,四川北路1914-1932号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1064,永安里,上海市,上海市,虹口区,四川北路1953弄、多伦路152-192号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1065,钱币博物馆/卫生局（花园住宅）,上海市,上海市,虹口区,四川北路2023弄35号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1066,北川公寓（拉摩斯公寓）,上海市,上海市,虹口区,四川北路2079-2099号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1067,复兴初级中学（西童公学）,上海市,上海市,虹口区,四川北路2066号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1068,上海青岛啤酒华东（控股）有限公司（樱苑别墅）,上海市,上海市,虹口区,四川北路2365号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1069,海军411医院（白氏旧居）,上海市,上海市,虹口区,多伦路210号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1070,恒丰里，新恒丰里,上海市,上海市,虹口区,山阴路69弄、85弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1071,东照里（日照里）,上海市,上海市,虹口区,山阴路133弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1072,花园里,上海市,上海市,虹口区,山阴路145弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1073,亚细亚里,上海市,上海市,虹口区,黄渡路107弄、109号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1074,摩西会堂,上海市,上海市,虹口区,长阳路62号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1075,住宅,上海市,上海市,虹口区,霍山路71-95号，舟山路21-81号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1076,住宅,上海市,上海市,虹口区,霍山路119-121号，127-137号，125弄3-5号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1077,住宅,上海市,上海市,虹口区,长阳路50弄15-31号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1078,住宅,上海市,上海市,虹口区,杨树浦路197-213号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1079,住宅,上海市,上海市,虹口区,临潼路25-89号、99弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1080,新华印刷厂及部队住宅（花园住宅）,上海市,上海市,虹口区,榆林路43号、47号、59号、63号大宅,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1081,虹口区城市管理行政执法局（花园住宅）,上海市,上海市,虹口区,东汉阳路205号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1082,公安大楼（上海市警察局虹口分局）,上海市,上海市,虹口区,塘沽路219号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1083,住宅,上海市,上海市,虹口区,山阴路275弄（1-4号）、四达路262、266、272、274、286号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1084,住宅,上海市,上海市,虹口区,东体育会路119弄22、23号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1085,住宅,上海市,上海市,虹口区,祥德路25弄1号、2、3号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1086,住宅,上海市,上海市,虹口区,山阴路209弄（1-9号）、229弄（1-6号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1087,住宅,上海市,上海市,虹口区,黄渡路79号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1088,住宅,上海市,上海市,虹口区,祥德路66弄（1-3号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1089,住宅,上海市,上海市,虹口区,黄渡路17弄3号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1090,住宅（恩德堂教堂及宿舍）,上海市,上海市,虹口区,武进路225弄（3-11号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1091,住宅（日本教堂）,上海市,上海市,虹口区,乍浦路439号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1092,住宅（裕棠庚住宅）,上海市,上海市,虹口区,平凉路25号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1093,住宅,上海市,上海市,虹口区,保定路410-448号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1094,住宅（新沙逊洋行、东南日报）,上海市,上海市,虹口区,"长春路307-365号,四川北路1938-1950号（双号）",优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1095,积善里,上海市,上海市,虹口区,山阴路340弄(1-31号)、320号、350号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1096,住宅,上海市,上海市,虹口区,山阴路274弄（1-11号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1097,丰乐里,上海市,上海市,虹口区,四川北路1999弄（1-110号），四川北路2001-2021号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1098,公园坊,上海市,上海市,虹口区,西江湾路476弄（1-35号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1099,上海市虹口区消费者权益保护委员会（恩德堂）,上海市,上海市,虹口区,乍浦路480、490号(双号),优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1100,老电影咖啡馆（花园住宅）,上海市,上海市,虹口区,多伦路123号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1101,舟山路幼儿园（杭氏住宅）,上海市,上海市,虹口区,舟山路455号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1102,上海益民食品一厂历史展示馆（海宁洋行旧址）,上海市,上海市,虹口区,香烟桥路13号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1103,上海赤峰医院（矽肺治疗所/上海第一建筑材料工业公司职工治疗所/上海市建材局职工治疗所）,上海市,上海市,虹口区,东体育会支路41号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1104,三多里,上海市,上海市,虹口区,周家嘴路786弄（31-65号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1105,住宅,上海市,上海市,虹口区,四川北路2299弄（1-3号）、2319弄（1-3号）、2339弄（1-3号）、2305-2345号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1106,住宅,上海市,上海市,虹口区,东体育会路119弄（老3号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1107,上城集团（赵植初住宅/王造时旧居）,上海市,上海市,虹口区,多伦路93号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1108,虹口区第三中心幼儿园（花园住宅）,上海市,上海市,虹口区,山阴路181号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1109,新乡路幼儿园（广东浸信会/崇德小学）,上海市,上海市,虹口区,川公路109号、新乡路66号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1110,北外滩苏宁广场（苏宁宝丽嘉酒店）（公济医院）,上海市,上海市,虹口区,北苏州路190号、天潼路365号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1111,金山大楼,上海市,上海市,虹口区,金山路43-61号（单号）、大名路60-86（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1112,住宅（扆虹园）,上海市,上海市,虹口区,武进路453-457号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1113,公寓,上海市,上海市,虹口区,长治路119-135号（单号）、闵行路172号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1114,住宅（同仁医院）,上海市,上海市,虹口区,长治路155-159号（单号）、南浔路193号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1115,住宅,上海市,上海市,虹口区,唐山路753号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1116,住宅,上海市,上海市,虹口区,塘沽路73弄（8-22号），南浔路140号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1117,住宅,上海市,上海市,虹口区,舟山路394号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1118,公寓（商铺及住宅，隶属公益坊）,上海市,上海市,虹口区,四川北路975-987号（单号），四川北路1297-1311号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1119,住宅,上海市,上海市,虹口区,高阳路165-167号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1120,住宅（皇家旅馆Royal Hotel）,上海市,上海市,虹口区,武进路393弄（14号）、武进路409号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1121,杨浦区人口和家庭计划指导服务中心1号楼（住宅）,上海市,上海市,杨浦区,龙江路2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1122,隆昌公寓（公共租界杨树浦路巡捕房营房旧址/格兰路巡捕房）,上海市,上海市,杨浦区,隆昌路362号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1123,住宅,上海市,上海市,杨浦区,吉林路5号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1124,办公（住宅）,上海市,上海市,杨浦区,平凉路250号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1125,市东小学（聂家花园）,上海市,上海市,杨浦区,辽阳路51弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1126,平凉路派出所（住宅）,上海市,上海市,杨浦区,杨树浦路713号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1127,杨浦区政府（公共租界榆林路巡捕旧址）,上海市,上海市,杨浦区,江浦路549号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1128,住宅,上海市,上海市,杨浦区,平凉路629号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1129,市东中学教学楼（聂中丞华童公学/缉槼中学教学楼）,上海市,上海市,杨浦区,荆州路42号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1130,上海市消防总队杨浦支队杨浦中队（公共租界杨树浦救火会旧址）,上海市,上海市,杨浦区,杨树浦路1307号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1131,上海市公安局杨浦分局、上海市国家安全局杨浦分局（公共租界杨树浦路巡捕房旧址/格兰路巡捕房）,上海市,上海市,杨浦区,平凉路2049号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1132,杨浦路2086号建筑群（日商上海纺织株式会社旧址）,上海市,上海市,杨浦区,杨树浦路2086号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1133,上海船厂修船分厂（瑞瑢船厂旧址）,上海市,上海市,杨浦区,杨树浦路640号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1134,住宅（颐庆里住宅）,上海市,上海市,杨浦区,景星路310、314弄（1-9号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1135,住宅（大业印刷厂职员工房）,上海市,上海市,杨浦区,福禄街193-209号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1136,住宅,上海市,上海市,杨浦区,龙江路50-66号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1137,榆林路308号楼（华生印务公司/华一印刷股份有限公司）,上海市,上海市,杨浦区,榆林路308-312号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1138,国顺路650弄住宅,上海市,上海市,杨浦区,国顺路650弄（1-78号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1139,白庐（原上海浚浦局职员俱乐部）,上海市,上海市,杨浦区,共青路386号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1140,住宅（Sou Yen Siao Cho Lane）,上海市,上海市,长宁区,愚园路789弄91-103号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1141,住宅（朱学仁住宅/中共长宁区委党校/长宁区人民法院）,上海市,上海市,长宁区,愚园路684号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1142,花园住宅,上海市,上海市,长宁区,愚园路714号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1143,住宅（梁兆来住宅）,上海市,上海市,长宁区,华山路978号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1144,唐氏花园住宅（住宅）,上海市,上海市,长宁区,愚园路838弄20、22、30、32号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1145,亨昌里,上海市,上海市,长宁区,愚园路1376弄（4-42号）、1362-1374号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1146,住宅,上海市,上海市,长宁区,武夷路188号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1147,住宅,上海市,上海市,长宁区,江苏路128号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1148,住宅,上海市,上海市,长宁区,武夷路154号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1149,弘基创意国际园（上海长征制药厂）,上海市,上海市,长宁区,愚园路1107号（8、9号楼）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1150,住宅（丰田纱厂干部住宅）,上海市,上海市,长宁区,愚园路1249弄2号楼,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1151,宁波市政府驻沪办事处/长宁区妇幼保健院（住宅）,上海市,上海市,长宁区,武夷路49弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1152,住宅,上海市,上海市,长宁区,武夷路234号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1153,花园住宅,上海市,上海市,长宁区,愚园路1055号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1154,住宅,上海市,上海市,长宁区,愚园路1293弄2号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1155,住宅,上海市,上海市,长宁区,武夷路95弄4号、6号、8号、16号、18号、20号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1156,住宅（长宁区机关事务管理局）,上海市,上海市,长宁区,武夷路100号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1157,住宅,上海市,上海市,长宁区,武夷路174号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1158,中共上海市长宁区委老干部局（花园住宅）,上海市,上海市,长宁区,愚园路1136弄34号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1159,住宅,上海市,上海市,长宁区,愚园路1132弄、1136弄57号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1160,住宅,上海市,上海市,长宁区,愚园路1039号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1161,住宅（丰田纱厂干部住宅）,上海市,上海市,长宁区,愚园路1249弄1号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1162,住宅,上海市,上海市,长宁区,愚园路1221弄4、6、10、14号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1163,住宅,上海市,上海市,长宁区,武定西路1201、1207号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1164,兴国宾馆（太古洋行大班住宅）,上海市,上海市,长宁区,华山路1245号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1165,办公（英国医院/“美丽牌香烟大王”陈楚湘住宅/大中化学化工厂/南林师范学校/中山北路第八小学）,上海市,上海市,普陀区,凯旋北路1555弄,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1166,办公楼（中楼、东楼、西楼）（华东师范大学办公楼）,上海市,上海市,普陀区,中山北路3663号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1167,华东师大思群堂（大夏大学思群堂）,上海市,上海市,普陀区,中山北路3663号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1168,上海江东书院（清溪茶馆）,上海市,上海市,浦东新区,高桥镇东街16-28号（双号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1169,高桥人家陈列馆（凌氏民宅）,上海市,上海市,浦东新区,高桥镇西街163-171号（单号）,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1170,关帝庙,上海市,上海市,浦东新区,西市街54、56号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1171,龚路居民委员会（“贤生”宅）,上海市,上海市,浦东新区,龚路东街20号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1172,洋泾中学3、4号楼（洋泾中学办公楼、实验楼）,上海市,上海市,浦东新区,潍坊路111号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
1173,三林敬老院（花园住宅）,上海市,上海市,浦东新区,三林镇长清路2315号,优秀历史建筑,TRUE,FALSE,history_culture,semi-known,low-social,free-flow,FALSE
